,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning
1185,url_no_1879,36,0,"The federal government will ship the vaccines through its normal vaccine distrubution system , with state governors determining where they should go first","The federal government will ship the vaccines through The federal government normal vaccine distrubution system , with state governors determining where The first two vaccines against the novel coronavirus should go first","['the', 'feder', 'govern', 'will', 'ship', 'the', 'vaccin', 'through', 'it', 'normal', 'vaccin', 'distrubut', 'system', ',', 'with', 'state', 'governor', 'determin', 'where', 'they', 'should', 'go', 'first']","['the', 'feder', 'govern', 'will', 'ship', 'the', 'vaccin', 'through', 'the', 'feder', 'govern', 'normal', 'vaccin', 'distrubut', 'system', ',', 'with', 'state', 'governor', 'determin', 'where', 'the', 'first', 'two', 'vaccin', 'against', 'the', 'novel', 'coronaviru', 'should', 'go', 'first']","['the', 'feder', 'govern', 'will', 'ship', 'the', 'vaccin', 'through', 'it', 'normal', 'vaccin', 'distrubut', 'system', ',', 'with', 'state', 'governor', 'determin', 'where', 'they', 'should', 'go', 'first']","['the', 'feder', 'govern', 'will', 'ship', 'the', 'vaccin', 'through', 'the', 'feder', 'govern', 'normal', 'vaccin', 'distrubut', 'system', ',', 'with', 'state', 'governor', 'determin', 'where', 'the', 'first', 'two', 'vaccin', 'against', 'the', 'novel', 'coronaviru', 'should', 'go', 'first']",newsmax.com/newsfront/azar-vaccines-weeks-moderna/2020/11/30/id/999235,azar two covid vaccines will be available to americans within weeks,2020-11-30 07:41:45.000000,newsmax,anti,cc,False,azar two covid vaccines will be available to americans within weeks,right
9299,url_no_12743,75,0,Oxford coronavirus vaccine COULD still be ready by Christmas,Oxford coronavirus vaccine COULD still be ready by Christmas,"['oxford', 'coronaviru', 'vaccin', 'could', 'still', 'be', 'readi', 'by', 'christma']","['oxford', 'coronaviru', 'vaccin', 'could', 'still', 'be', 'readi', 'by', 'christma']","['oxford', 'coronaviru', 'vaccin', 'could', 'still', 'be', 'readi', 'by', 'christma']","['oxford', 'coronaviru', 'vaccin', 'could', 'still', 'be', 'readi', 'by', 'christma']",dailymail.co.uk/news/article-8725721/Oxford-coronavirus-vaccine-trials-RESUME-clear-regulators.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,oxford coronavirus vaccine trials resume as they get the allclear from regulators,2020-09-12 10:46:56.000000,drudgereport,anti,cc,False,oxford coronavirus vaccine trials resume as they get the allclear from regulators,right
8931,url_no_12216,93,0,that the promising data on NanoFlu was good news for the Covid-19 vaccine,that the promising data on NanoFlu was good news for the Covid-19 vaccine,"['that', 'the', 'promis', 'data', 'on', 'nanoflu', 'wa', 'good', 'news', 'for', 'the', 'covid-19', 'vaccin']","['that', 'the', 'promis', 'data', 'on', 'nanoflu', 'wa', 'good', 'news', 'for', 'the', 'covid-19', 'vaccin']","['that', 'the', 'promis', 'data', 'on', 'nanoflu', 'wa', 'good', 'news', 'for', 'the', 'covid-19', 'vaccin']","['that', 'the', 'promis', 'data', 'on', 'nanoflu', 'wa', 'good', 'news', 'for', 'the', 'covid-19', 'vaccin']",marketwatch.com/articles/novavax-stock-soars-on-coronavirus-vaccine-trials-51590508326,novavax stock is soaring the company is starting covid19 vaccine trials,2020-05-26 15:52:00.000000,marketwatch,anti,cc,False,novavax stock is soaring the company is starting covid19 vaccine trials,right
2090,url_no_3164,48,1,"that it will conduct a clinical trial of allergic reactions to the COVID-19 vaccines from Moderna and Pfizer , specifically "" to determine whether people who are highly allergic or have a mast cell disorder are at increased risk for an immediate , systemic allergic reaction "" after receiving either vaccine","that The National Institutes of Health will conduct a clinical trial of allergic reactions to the COVID-19 vaccines from Moderna and Pfizer , specifically "" to determine whether people who are highly allergic or have a mast cell disorder are at increased risk for an immediate , systemic allergic reaction "" after receiving either vaccine","['that', 'it', 'will', 'conduct', 'a', 'clinic', 'trial', 'of', 'allerg', 'reaction', 'to', 'the', 'covid-19', 'vaccin', 'from', 'moderna', 'and', 'pfizer', ',', 'specif', '``', 'to', 'determin', 'whether', 'peopl', 'who', 'are', 'highli', 'allerg', 'or', 'have', 'a', 'mast', 'cell', 'disord', 'are', 'at', 'increas', 'risk', 'for', 'an', 'immedi', ',', 'system', 'allerg', 'reaction', '``', 'after', 'receiv', 'either', 'vaccin']","['that', 'the', 'nation', 'institut', 'of', 'health', 'will', 'conduct', 'a', 'clinic', 'trial', 'of', 'allerg', 'reaction', 'to', 'the', 'covid-19', 'vaccin', 'from', 'moderna', 'and', 'pfizer', ',', 'specif', '``', 'to', 'determin', 'whether', 'peopl', 'who', 'are', 'highli', 'allerg', 'or', 'have', 'a', 'mast', 'cell', 'disord', 'are', 'at', 'increas', 'risk', 'for', 'an', 'immedi', ',', 'system', 'allerg', 'reaction', '``', 'after', 'receiv', 'either', 'vaccin']","['that', 'it', 'will', 'conduct', 'a', 'clinic', 'trial', 'of', 'allerg', 'reaction', 'to', 'the', 'covid-19', 'vaccin', 'from', 'moderna', 'and', 'pfizer', ',', 'specif', '``', 'to', 'determin', 'whether', 'peopl', 'who', 'are', 'highli', 'allerg', 'or', 'have', 'a', 'mast', 'cell', 'disord', 'are', 'at', 'increas', 'risk', 'for', 'an', 'immedi', ',', 'system', 'allerg', 'reaction', '``', 'after', 'receiv', 'either', 'vaccin']","['that', 'the', 'nation', 'institut', 'of', 'health', 'will', 'conduct', 'a', 'clinic', 'trial', 'of', 'allerg', 'reaction', 'to', 'the', 'covid-19', 'vaccin', 'from', 'moderna', 'and', 'pfizer', ',', 'specif', '``', 'to', 'determin', 'whether', 'peopl', 'who', 'are', 'highli', 'allerg', 'or', 'have', 'a', 'mast', 'cell', 'disord', 'are', 'at', 'increas', 'risk', 'for', 'an', 'immedi', ',', 'system', 'allerg', 'reaction', '``', 'after', 'receiv', 'either', 'vaccin']",newsmax.com/health/health-news/cdc-moderna-vaccine-covid-19/2021/04/09/id/1016978,cdc study moderna vaccine recipients more likely to have side effects,2021-04-09 10:50:29.000000,newsmax,anti,cc,False,cdc study moderna vaccine recipients more likely to have side effects,right
14310,url_no_20591,88,0,they had already received or planned to receive the coronavirus vaccine,70% of parents had already received or planned to receive the coronavirus vaccine,"['they', 'had', 'alreadi', 'receiv', 'or', 'plan', 'to', 'receiv', 'the', 'coronaviru', 'vaccin']","['70', '%', 'of', 'parent', 'had', 'alreadi', 'receiv', 'or', 'plan', 'to', 'receiv', 'the', 'coronaviru', 'vaccin']","['they', 'had', 'alreadi', 'receiv', 'or', 'plan', 'to', 'receiv', 'the', 'coronaviru', 'vaccin']","['70', '%', 'of', 'parent', 'had', 'alreadi', 'receiv', 'or', 'plan', 'to', 'receiv', 'the', 'coronaviru', 'vaccin']",marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D3655D2670E2%7D&siteid=rss&rss=1,will you vaccinate your kids against covid19 once theyre eligible only half of us parents say yes,2021-04-06 15:06:00.000000,wall_street_journal,anti,cc,False,will you vaccinate your kids against covid19 once theyre eligible only half of us parents say yes,right
13909,url_no_19914,103,0,"she "" can not think of a theoretical reason "" COVID-19 vaccines would cause infertility , and many of her pregnant patients have received a vaccine","Speichinger "" can not think of a theoretical reason "" COVID-19 vaccines would cause infertility , and many of Speichinger pregnant patients have received a vaccine","['she', '``', 'can', 'not', 'think', 'of', 'a', 'theoret', 'reason', '``', 'covid-19', 'vaccin', 'would', 'caus', 'infertil', ',', 'and', 'mani', 'of', 'her', 'pregnant', 'patient', 'have', 'receiv', 'a', 'vaccin']","['speiching', '``', 'can', 'not', 'think', 'of', 'a', 'theoret', 'reason', '``', 'covid-19', 'vaccin', 'would', 'caus', 'infertil', ',', 'and', 'mani', 'of', 'speiching', 'pregnant', 'patient', 'have', 'receiv', 'a', 'vaccin']","['she', '``', 'can', 'not', 'think', 'of', 'a', 'theoret', 'reason', '``', 'covid-19', 'vaccin', 'would', 'caus', 'infertil', ',', 'and', 'mani', 'of', 'her', 'pregnant', 'patient', 'have', 'receiv', 'a', 'vaccin']","['speiching', '``', 'can', 'not', 'think', 'of', 'a', 'theoret', 'reason', '``', 'covid-19', 'vaccin', 'would', 'caus', 'infertil', ',', 'and', 'mani', 'of', 'speiching', 'pregnant', 'patient', 'have', 'receiv', 'a', 'vaccin']",cnet.com/health/getting-covid-vaccine-while-pregnant/#ftag=CADf328eec,what you should know about getting the covid19 vaccine while pregnant      cnet,2021-05-26 08:00:09.000000,cnet,between,cc,False,what you should know about getting the covid19 vaccine while pregnant cnet,right
6905,url_no_9165,158,0,There ’s almost no chance a vaccine for COVID-19 will work at all,There ’s almost no chance a vaccine for COVID-19 will work at all,"['there', '’', 's', 'almost', 'no', 'chanc', 'a', 'vaccin', 'for', 'covid-19', 'will', 'work', 'at', 'all']","['there', '’', 's', 'almost', 'no', 'chanc', 'a', 'vaccin', 'for', 'covid-19', 'will', 'work', 'at', 'all']","['there', '’', 's', 'almost', 'no', 'chanc', 'a', 'vaccin', 'for', 'covid-19', 'will', 'work', 'at', 'all']","['there', '’', 's', 'almost', 'no', 'chanc', 'a', 'vaccin', 'for', 'covid-19', 'will', 'work', 'at', 'all']",newswithviews.com/i-will-not-take-a-covid-19-vaccine/,i will not take a covid19 vaccine,2020-08-31 03:15:26.000000,newswithviews,anti,cc,False,i will not take a covid19 vaccine,right
11674,url_no_16052,27,0,"that people who work in environments saturated in high levels of EM , such as those who work in hospitals , are at risk – especially if they take the Covid vaccine","that people who work in environments saturated in high levels of EM , such as those who work in hospitals , are at risk – especially if those who work in hospitals take the Covid vaccine","['that', 'peopl', 'who', 'work', 'in', 'environ', 'satur', 'in', 'high', 'level', 'of', 'em', ',', 'such', 'as', 'those', 'who', 'work', 'in', 'hospit', ',', 'are', 'at', 'risk', '–', 'especi', 'if', 'they', 'take', 'the', 'covid', 'vaccin']","['that', 'peopl', 'who', 'work', 'in', 'environ', 'satur', 'in', 'high', 'level', 'of', 'em', ',', 'such', 'as', 'those', 'who', 'work', 'in', 'hospit', ',', 'are', 'at', 'risk', '–', 'especi', 'if', 'those', 'who', 'work', 'in', 'hospit', 'take', 'the', 'covid', 'vaccin']","['that', 'peopl', 'who', 'work', 'in', 'environ', 'satur', 'in', 'high', 'level', 'of', 'em', ',', 'such', 'as', 'those', 'who', 'work', 'in', 'hospit', ',', 'are', 'at', 'risk', '–', 'especi', 'if', 'they', 'take', 'the', 'covid', 'vaccin']","['that', 'peopl', 'who', 'work', 'in', 'environ', 'satur', 'in', 'high', 'level', 'of', 'em', ',', 'such', 'as', 'those', 'who', 'work', 'in', 'hospit', ',', 'are', 'at', 'risk', '–', 'especi', 'if', 'those', 'who', 'work', 'in', 'hospit', 'take', 'the', 'covid', 'vaccin']",sgtreport.com/2021/02/the-dangers-of-chronic-em-exposure-and-the-covid-vaccine/,the dangers of chronic em exposure and the covid vaccine,2021-02-22 11:40:13.000000,sgtreport,anti,cc,False,the dangers of chronic em exposure and the covid vaccine,right
9268,url_no_12728,103,0,"Despite promising reports about potential coronavirus vaccines being developed worldwide , it could still take an estimated 12 - 18 months to develop one , ' a document on the university 's website , dated August 25","Despite promising reports about potential coronavirus vaccines being developed worldwide , potential coronavirus vaccines could still take an estimated 12 - 18 months to develop one , ' a document on the university 's website , dated August 25","['despit', 'promis', 'report', 'about', 'potenti', 'coronaviru', 'vaccin', 'be', 'develop', 'worldwid', ',', 'it', 'could', 'still', 'take', 'an', 'estim', '12', '-', '18', 'month', 'to', 'develop', 'one', ',', ""'"", 'a', 'document', 'on', 'the', 'univers', ""'s"", 'websit', ',', 'date', 'august', '25']","['despit', 'promis', 'report', 'about', 'potenti', 'coronaviru', 'vaccin', 'be', 'develop', 'worldwid', ',', 'potenti', 'coronaviru', 'vaccin', 'could', 'still', 'take', 'an', 'estim', '12', '-', '18', 'month', 'to', 'develop', 'one', ',', ""'"", 'a', 'document', 'on', 'the', 'univers', ""'s"", 'websit', ',', 'date', 'august', '25']","['despit', 'promis', 'report', 'about', 'potenti', 'coronaviru', 'vaccin', 'be', 'develop', 'worldwid', ',', 'it', 'could', 'still', 'take', 'an', 'estim', '12', '-', '18', 'month', 'to', 'develop', 'one', ',\', ""\'"", \'a', 'document', 'on', 'the', 'univers\', ""\'s"", \'websit', ',', 'date', 'august', '25']","['despit', 'promis', 'report', 'about', 'potenti', 'coronaviru', 'vaccin', 'be', 'develop', 'worldwid', ',', 'potenti', 'coronaviru', 'vaccin', 'could', 'still', 'take', 'an', 'estim', '12', '-', '18', 'month', 'to', 'develop', 'one', ',\', ""\'"", \'a', 'document', 'on', 'the', 'univers\', ""\'s"", \'websit', ',', 'date', 'august', '25']",dailymail.co.uk/news/article-8716539/Oxford-AstraZenecas-COVID-vaccine-trial-restart-days.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,oxford and astrazenecas covid vaccine trial could restart within days,2020-09-09 21:09:23.000000,drudgereport,anti,cc,False,oxford and astrazenecas covid vaccine trial could restart within days,right
14165,url_no_20353,32,3,"Joe AGAIN warns press to stay on topic : Biden refuses to answer question on military vaccine mandates and says Made in America is ' all I 'm going to talk about ' on Pennsylvania factory trip        COVID-19 vaccine mandates for state employees in New York and California may actually boost rates higher than vaccine lotteries did because it ' says the government supports vaccination ,","Joe AGAIN warns press to stay on topic : Biden refuses to answer question on military vaccine mandates and says Made in America is ' all I 'm going to talk about ' on Pennsylvania factory trip        COVID-19 vaccine mandates for state employees in New York and California may actually boost rates higher than vaccine lotteries did because Made in America ' says the government supports vaccination ,","['joe', 'again', 'warn', 'press', 'to', 'stay', 'on', 'topic', ':', 'biden', 'refus', 'to', 'answer', 'question', 'on', 'militari', 'vaccin', 'mandat', 'and', 'say', 'made', 'in', 'america', 'is', ""'"", 'all', 'i', ""'m"", 'go', 'to', 'talk', 'about', ""'"", 'on', 'pennsylvania', 'factori', 'trip', 'covid-19', 'vaccin', 'mandat', 'for', 'state', 'employe', 'in', 'new', 'york', 'and', 'california', 'may', 'actual', 'boost', 'rate', 'higher', 'than', 'vaccin', 'lotteri', 'did', 'becaus', 'it', ""'"", 'say', 'the', 'govern', 'support', 'vaccin', ',']","['joe', 'again', 'warn', 'press', 'to', 'stay', 'on', 'topic', ':', 'biden', 'refus', 'to', 'answer', 'question', 'on', 'militari', 'vaccin', 'mandat', 'and', 'say', 'made', 'in', 'america', 'is', ""'"", 'all', 'i', ""'m"", 'go', 'to', 'talk', 'about', ""'"", 'on', 'pennsylvania', 'factori', 'trip', 'covid-19', 'vaccin', 'mandat', 'for', 'state', 'employe', 'in', 'new', 'york', 'and', 'california', 'may', 'actual', 'boost', 'rate', 'higher', 'than', 'vaccin', 'lotteri', 'did', 'becaus', 'made', 'in', 'america', ""'"", 'say', 'the', 'govern', 'support', 'vaccin', ',']","['joe', 'again', 'warn', 'press', 'to', 'stay', 'on', 'topic', ':', 'biden', 'refus', 'to', 'answer', 'question', 'on', 'militari', 'vaccin', 'mandat', 'and', 'say', 'made', 'in', 'america', 'is\', ""\'"", \'all', 'i\', ""\'m"", \'go', 'to', 'talk', 'about\', ""\'"", \'on', 'pennsylvania', 'factori', 'trip', 'covid-19', 'vaccin', 'mandat', 'for', 'state', 'employe', 'in', 'new', 'york', 'and', 'california', 'may', 'actual', 'boost', 'rate', 'higher', 'than', 'vaccin', 'lotteri', 'did', 'becaus', 'it\', ""\'"", \'say', 'the', 'govern', 'support', 'vaccin', ',']","['joe', 'again', 'warn', 'press', 'to', 'stay', 'on', 'topic', ':', 'biden', 'refus', 'to', 'answer', 'question', 'on', 'militari', 'vaccin', 'mandat', 'and', 'say', 'made', 'in', 'america', 'is\', ""\'"", \'all', 'i\', ""\'m"", \'go', 'to', 'talk', 'about\', ""\'"", \'on', 'pennsylvania', 'factori', 'trip', 'covid-19', 'vaccin', 'mandat', 'for', 'state', 'employe', 'in', 'new', 'york', 'and', 'california', 'may', 'actual', 'boost', 'rate', 'higher', 'than', 'vaccin', 'lotteri', 'did', 'becaus', 'made', 'in', 'america\', ""\'"", \'say', 'the', 'govern', 'support', 'vaccin', ',']",dailymail.co.uk/news/article-8793233/Why-North-Scotland-hit-badly-Experts-say-weather.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,why is the north and scotland being hit so badly experts say it could be the weather,2020-10-01 12:35:48.000000,drudgereport,anti,cc,False,why is the north and scotland being hit so badly experts say it could be the weather,right
7712,url_no_10629,57,1,it is using human reviewers to determine whether tweets violate its policy against COVID vaccine misinformation,Twitter is using human reviewers to determine whether tweets violate Twitter policy against COVID vaccine misinformation,"['it', 'is', 'use', 'human', 'review', 'to', 'determin', 'whether', 'tweet', 'violat', 'it', 'polici', 'against', 'covid', 'vaccin', 'misinform']","['twitter', 'is', 'use', 'human', 'review', 'to', 'determin', 'whether', 'tweet', 'violat', 'twitter', 'polici', 'against', 'covid', 'vaccin', 'misinform']","['it', 'is', 'use', 'human', 'review', 'to', 'determin', 'whether', 'tweet', 'violat', 'it', 'polici', 'against', 'covid', 'vaccin', 'misinform']","['twitter', 'is', 'use', 'human', 'review', 'to', 'determin', 'whether', 'tweet', 'violat', 'twitter', 'polici', 'against', 'covid', 'vaccin', 'misinform']",dailymail.co.uk/news/article-9335699/Louis-Farrakhans-vial-death-vaccine-claims-remain-Twitter-despite-misinformation-policies.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,louis farrakhans vial of death vaccine claims remain on twitter despite misinformation policies,2021-03-07 12:26:22.000000,drudgereport,anti,cc,False,louis farrakhans vial of death vaccine claims remain on twitter despite misinformation policies,right
