,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning,annotator_r,annotator_p,annotator_a,annotator_s 
1207,url_no_1912,63,0,Covid vaccine roll-out is pointless.,Covid vaccine roll - out is pointless,"['covid', 'vaccin', 'roll', '-', 'out', 'is', 'pointless']","['covid', 'vaccin', 'roll', '-', 'out', 'is', 'pointless']","['covid', 'vaccin', 'roll', '-', 'out', 'is', 'pointless']","['covid', 'vaccin', 'roll', '-', 'out', 'is', 'pointless']",dailymail.co.uk/news/article-9251595/Bank-England-chief-economist-predicts-Britain-roar-spending-boom.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,bank of england chief economist predicts britain will roar back with spending boom,26:50.0,drudgereport,anti,cc,FALSE,bank of england chief economist predicts britain will roar back with spending boom,right,disagree,disagree,Disagree,neutral
1174,url_no_1862,63,0,"The serious risk disease and death from COVID-19, if we experience another severe outbreak is far greater than the very small potential risk of a very rare clotting disorder associated with the vaccine.","The serious risk disease and death from COVID-19 , if we experience another severe outbreak , … is far greater than the very small potential risk of a very rare clotting disorder associated with the vaccine","['the', 'seriou', 'risk', 'diseas', 'and', 'death', 'from', 'covid-19', ',', 'if', 'we', 'experi', 'anoth', 'sever', 'outbreak', ',', '…', 'is', 'far', 'greater', 'than', 'the', 'veri', 'small', 'potenti', 'risk', 'of', 'a', 'veri', 'rare', 'clot', 'disord', 'associ', 'with', 'the', 'vaccin']","['the', 'seriou', 'risk', 'diseas', 'and', 'death', 'from', 'covid-19', ',', 'if', 'we', 'experi', 'anoth', 'sever', 'outbreak', ',', '…', 'is', 'far', 'greater', 'than', 'the', 'veri', 'small', 'potenti', 'risk', 'of', 'a', 'veri', 'rare', 'clot', 'disord', 'associ', 'with', 'the', 'vaccin']","['the', 'seriou', 'risk', 'diseas', 'and', 'death', 'from', 'covid-19', ',', 'if', 'we', 'experi', 'anoth', 'sever', 'outbreak', ',', '…', 'is', 'far', 'greater', 'than', 'the', 'veri', 'small', 'potenti', 'risk', 'of', 'a', 'veri', 'rare', 'clot', 'disord', 'associ', 'with', 'the', 'vaccin']","['the', 'seriou', 'risk', 'diseas', 'and', 'death', 'from', 'covid-19', ',', 'if', 'we', 'experi', 'anoth', 'sever', 'outbreak', ',', '…', 'is', 'far', 'greater', 'than', 'the', 'veri', 'small', 'potenti', 'risk', 'of', 'a', 'veri', 'rare', 'clot', 'disord', 'associ', 'with', 'the', 'vaccin']",dailymail.co.uk/news/article-9429945/Australias-doctor-reveals-worrying-symptoms-look-receiving-AstraZeneca-jab.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,australias top doctor reveals worrying symptoms to look out for after receiving astrazeneca jab,07:31.0,drudgereport,anti,cc,FALSE,australias top doctor reveals worrying symptoms to look out for after receiving astrazeneca jab,right,agree,neutral,Agree,agree
3605,url_no_4545,52,0,The ZOE Covid-19 Symptom Study app revealed that 33 per cent who had previously contracted the virus experienced one or more mild side effects after seven days compared to 19 per cent of non-Covid sufferers.,The ZOE Covid-19 Symptom Study app revealed that 33 per cent who had previously contracted the virus experienced one or more mild side effects after seven days compared to 19 per cent of non - Covid sufferers           Covid survivors are almost twice as likely to suffer side effects from Pfizer 's vaccine compared to those who have never contracted the virus,"['the', 'zoe', 'covid-19', 'symptom', 'studi', 'app', 'reveal', 'that', '33', 'per', 'cent', 'who', 'had', 'previous', 'contract', 'the', 'viru', 'experienc', 'one', 'or', 'more', 'mild', 'side', 'effect', 'after', 'seven', 'day', 'compar', 'to', '19', 'per', 'cent', 'of', 'non', '-', 'covid', 'suffer', 'covid', 'survivor', 'are', 'almost', 'twice', 'as', 'like', 'to', 'suffer', 'side', 'effect', 'from', 'pfizer', ""'s"", 'vaccin', 'compar', 'to', 'those', 'who', 'have', 'never', 'contract', 'the', 'viru']","['the', 'zoe', 'covid-19', 'symptom', 'studi', 'app', 'reveal', 'that', '33', 'per', 'cent', 'who', 'had', 'previous', 'contract', 'the', 'viru', 'experienc', 'one', 'or', 'more', 'mild', 'side', 'effect', 'after', 'seven', 'day', 'compar', 'to', '19', 'per', 'cent', 'of', 'non', '-', 'covid', 'suffer', 'covid', 'survivor', 'are', 'almost', 'twice', 'as', 'like', 'to', 'suffer', 'side', 'effect', 'from', 'pfizer', ""'s"", 'vaccin', 'compar', 'to', 'those', 'who', 'have', 'never', 'contract', 'the', 'viru']","['the', 'zoe', 'covid-19', 'symptom', 'studi', 'app', 'reveal', 'that', '33', 'per', 'cent', 'who', 'had', 'previous', 'contract', 'the', 'viru', 'experienc', 'one', 'or', 'more', 'mild', 'side', 'effect', 'after', 'seven', 'day', 'compar', 'to', '19', 'per', 'cent', 'of', 'non', '-', 'covid', 'suffer', 'covid', 'survivor', 'are', 'almost', 'twice', 'as', 'like', 'to', 'suffer', 'side', 'effect', 'from', 'pfizer\', ""\'s"", \'vaccin', 'compar', 'to', 'those', 'who', 'have', 'never', 'contract', 'the', 'viru']","['the', 'zoe', 'covid-19', 'symptom', 'studi', 'app', 'reveal', 'that', '33', 'per', 'cent', 'who', 'had', 'previous', 'contract', 'the', 'viru', 'experienc', 'one', 'or', 'more', 'mild', 'side', 'effect', 'after', 'seven', 'day', 'compar', 'to', '19', 'per', 'cent', 'of', 'non', '-', 'covid', 'suffer', 'covid', 'survivor', 'are', 'almost', 'twice', 'as', 'like', 'to', 'suffer', 'side', 'effect', 'from', 'pfizer\', ""\'s"", \'vaccin', 'compar', 'to', 'those', 'who', 'have', 'never', 'contract', 'the', 'viru']",dailymail.co.uk/news/article-9223085/Covid-survivors-TWICE-likely-suffer-effects-Pfizers-vaccine-data-shows.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid survivors are twice as likely to suffer side effects from pfizers vaccine data shows,34:36.0,drudgereport,anti,cc,FALSE,covid survivors are twice as likely to suffer side effects from pfizers vaccine data shows,right,disagree,neutral,Agree,neutral
7963,url_no_11053,168,0,"Right now, the known and potential benefits of the current Covid-19 vaccines outweigh the known and potential risks of getting Covid-19  Dr. Nancy Messonnier, head of the CDC 's National Center for Immunization and Respiratory Diseases.","Right now , the known and potential benefits of the current Covid-19 vaccines outweigh the known and potential risks of getting Covid-19 , ’ Dr. Nancy Messonnier , head of the CDC 's National Center for Immunization and Respiratory Diseases","['right', 'now', ',', 'the', 'known', 'and', 'potenti', 'benefit', 'of', 'the', 'current', 'covid-19', 'vaccin', 'outweigh', 'the', 'known', 'and', 'potenti', 'risk', 'of', 'get', 'covid-19', ',', '’', 'dr.', 'nanci', 'messonni', ',', 'head', 'of', 'the', 'cdc', ""'s"", 'nation', 'center', 'for', 'immun', 'and', 'respiratori', 'diseas']","['right', 'now', ',', 'the', 'known', 'and', 'potenti', 'benefit', 'of', 'the', 'current', 'covid-19', 'vaccin', 'outweigh', 'the', 'known', 'and', 'potenti', 'risk', 'of', 'get', 'covid-19', ',', '’', 'dr.', 'nanci', 'messonni', ',', 'head', 'of', 'the', 'cdc', ""'s"", 'nation', 'center', 'for', 'immun', 'and', 'respiratori', 'diseas']","['right', 'now', ',', 'the', 'known', 'and', 'potenti', 'benefit', 'of', 'the', 'current', 'covid-19', 'vaccin', 'outweigh', 'the', 'known', 'and', 'potenti', 'risk', 'of', 'get', 'covid-19', ',', '’', 'dr.', 'nanci', 'messonni', ',', 'head', 'of', 'the', 'cdc\', ""\'s"", \'nation', 'center', 'for', 'immun', 'and', 'respiratori', 'diseas']","['right', 'now', ',', 'the', 'known', 'and', 'potenti', 'benefit', 'of', 'the', 'current', 'covid-19', 'vaccin', 'outweigh', 'the', 'known', 'and', 'potenti', 'risk', 'of', 'get', 'covid-19', ',', '’', 'dr.', 'nanci', 'messonni', ',', 'head', 'of', 'the', 'cdc\', ""\'s"", \'nation', 'center', 'for', 'immun', 'and', 'respiratori', 'diseas']",dailymail.co.uk/news/article-9119431/Miami-doctor-58-dies-three-weeks-receiving-Pfizer-Covid-19-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,miami doctor 58 dies within three weeks of receiving pfizer covid19 vaccine,54:45.0,drudgereport,anti,cc,FALSE,miami doctor 58 dies within three weeks of receiving pfizer covid19 vaccine,right,agree,neutral,Agree,agree
1375,url_no_2300,1325,0,They are not designed to save lives or stop the transfer of covid.,that the vaccine trials are not designed to save lives or stop the transfer of covid,"['that', 'they', 'are', 'not', 'design', 'to', 'save', 'live', 'or', 'stop', 'the', 'transfer', 'of', 'covid']","['that', 'the', 'vaccin', 'trial', 'are', 'not', 'design', 'to', 'save', 'live', 'or', 'stop', 'the', 'transfer', 'of', 'covid']","['that', 'they', 'are', 'not', 'design', 'to', 'save', 'live', 'or', 'stop', 'the', 'transfer', 'of', 'covid']","['that', 'the', 'vaccin', 'trial', 'are', 'not', 'design', 'to', 'save', 'live', 'or', 'stop', 'the', 'transfer', 'of', 'covid']",reason.com/2021/02/05/jen-psaki-masks-social-distancing-essential-vaccination/,bidens press secretary says social distancing and masks will be essential even after vaccination,58:18.0,reason,anti,cc,FALSE,bidens press secretary says social distancing and masks will be essential even after vaccination,right,disagree,disagree,Disagree,neutral
9830,url_no_13171,149,0,The Covid-19 vaccines are completely risk-free.,that the Covid-19 vaccines are completely risk - free,"['that', 'the', 'covid-19', 'vaccin', 'are', 'complet', 'risk', '-', 'free']","['that', 'the', 'covid-19', 'vaccin', 'are', 'complet', 'risk', '-', 'free']","['that', 'the', 'covid-19', 'vaccin', 'are', 'complet', 'risk', '-', 'free']","['that', 'the', 'covid-19', 'vaccin', 'are', 'complet', 'risk', '-', 'free']",forbes.com/sites/brucelee/2021/12/27/pfizer-biontech-and-moderna-covid-19-vaccines-what-is-still-not-known/?sh=1b27ecd75dd3,pfizerbiontech moderna covid19 vaccines what is still not known,00:00.0,forbes,anti,cc,FALSE,pfizerbiontech moderna covid19 vaccines what is still not known,right,neutral,neutral,Agree,agree
4306,url_no_5104,189,0,"Their coronavirus vaccine is up to 90% effective when administered as a half dose, and then a full dose one month later.","AstraZeneca AZN, -0.35% and the University of Oxford coronavirus vaccine is up to 90 % effective when administered as a half dose , and then a full dose one month later","['their', 'coronaviru', 'vaccin', 'is', 'up', 'to', '90', '%', 'effect', 'when', 'administ', 'as', 'a', 'half', 'dose', ',', 'and', 'then', 'a', 'full', 'dose', 'one', 'month', 'later']","['astrazeneca', 'azn', ',', '-0.35', '%', 'and', 'the', 'univers', 'of', 'oxford', 'coronaviru', 'vaccin', 'is', 'up', 'to', '90', '%', 'effect', 'when', 'administ', 'as', 'a', 'half', 'dose', ',', 'and', 'then', 'a', 'full', 'dose', 'one', 'month', 'later']","['their', 'coronaviru', 'vaccin', 'is', 'up', 'to', '90', '%', 'effect', 'when', 'administ', 'as', 'a', 'half', 'dose', ',', 'and', 'then', 'a', 'full', 'dose', 'one', 'month', 'later']","['astrazeneca', 'azn', ',', '-0.35', '%', 'and', 'the', 'univers', 'of', 'oxford', 'coronaviru', 'vaccin', 'is', 'up', 'to', '90', '%', 'effect', 'when', 'administ', 'as', 'a', 'half', 'dose', ',', 'and', 'then', 'a', 'full', 'dose', 'one', 'month', 'later']",marketwatch.com/story/does-a-cytokine-storm-hyperaggressive-immune-response-lead-to-covid-19-deaths-scientists-say-they-have-an-answer-2020-11-14,cytokine storm  the intriguing similarity between covid19 and the 1918 influenza,00:00.0,marketwatch,anti,cc,FALSE,cytokine storm the intriguing similarity between covid19 and the 1918 influenza,right,agree,agree,Agree,neutral
4646,url_no_5658,230,0,"There's a lot of misinformation in terms of what's happening with COVID, vaccines and treatment.","There ’s a lot of misinformation in terms of what ’s happening with COVID , vaccines and treatment","['there', '’', 's', 'a', 'lot', 'of', 'misinform', 'in', 'term', 'of', 'what', '’', 's', 'happen', 'with', 'covid', ',', 'vaccin', 'and', 'treatment']","['there', '’', 's', 'a', 'lot', 'of', 'misinform', 'in', 'term', 'of', 'what', '’', 's', 'happen', 'with', 'covid', ',', 'vaccin', 'and', 'treatment']","['there', '’', 's', 'a', 'lot', 'of', 'misinform', 'in', 'term', 'of', 'what', '’', 's', 'happen', 'with', 'covid', ',', 'vaccin', 'and', 'treatment']","['there', '’', 's', 'a', 'lot', 'of', 'misinform', 'in', 'term', 'of', 'what', '’', 's', 'happen', 'with', 'covid', ',', 'vaccin', 'and', 'treatment']",marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D1116BBA9096%7D&siteid=rss&rss=1,dont let covid fatigue trick you how to survive winter as the pandemic rages on,58:00.0,wall_street_journal,anti,cc,FALSE,dont let covid fatigue trick you how to survive winter as the pandemic rages on,right,disagree,neutral,Disagree,neutral
3062,url_no_4153,355,0,"It is probably 100,000 times more likely [ for someone ] to die of Covid than because of an AstraZeneca vaccine.","it is probably 100,000 times more likely [ for someone ] to die of Covid than because of an AstraZeneca vaccine","['it', 'is', 'probabl', '100,000', 'time', 'more', 'like', '[', 'for', 'someon', ']', 'to', 'die', 'of', 'covid', 'than', 'becaus', 'of', 'an', 'astrazeneca', 'vaccin']","['it', 'is', 'probabl', '100,000', 'time', 'more', 'like', '[', 'for', 'someon', ']', 'to', 'die', 'of', 'covid', 'than', 'becaus', 'of', 'an', 'astrazeneca', 'vaccin']","['it', 'is', 'probabl', '100,000', 'time', 'more', 'like', '[', 'for', 'someon', ']', 'to', 'die', 'of', 'covid', 'than', 'becaus', 'of', 'an', 'astrazeneca', 'vaccin']","['it', 'is', 'probabl', '100,000', 'time', 'more', 'like', '[', 'for', 'someon', ']', 'to', 'die', 'of', 'covid', 'than', 'becaus', 'of', 'an', 'astrazeneca', 'vaccin']",dailymail.co.uk/news/article-9371027/Coronavirus-UK-Patients-cancelling-Covid-vaccinations-Europes-AstraZeneca-row.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus uk patients are cancelling covid vaccinations because of europes astrazeneca row,10:54.0,drudgereport,anti,cc,FALSE,coronavirus uk patients are cancelling covid vaccinations because of europes astrazeneca row,right,agree,agree,Agree,agree
13077,url_no_18614,27,0,"With a careful jab in a healthy volunteer' arm, scientists at the Kaiser Permanente Washington Research Institute in Seattle [on Monday] begin an anxiously awaited first-stage study of a potential [coronavirus or] COVID-19 vaccine developed in record time after the new virus exploded from China and fanned across the globe. ","With a careful jab in a healthy volunteer ’s arm , scientists at the Kaiser Permanente Washington Research Institute in Seattle [ on Monday ] begin an anxiously awaited first - stage study of a potential [ coronavirus or ] COVID-19 vaccine developed in record time after the new virus exploded from China and fanned across the globe .  ","['with', 'a', 'care', 'jab', 'in', 'a', 'healthi', 'volunt', '’', 's', 'arm', ',', 'scientist', 'at', 'the', 'kaiser', 'permanent', 'washington', 'research', 'institut', 'in', 'seattl', '[', 'on', 'monday', ']', 'begin', 'an', 'anxious', 'await', 'first', '-', 'stage', 'studi', 'of', 'a', 'potenti', '[', 'coronaviru', 'or', ']', 'covid-19', 'vaccin', 'develop', 'in', 'record', 'time', 'after', 'the', 'new', 'viru', 'explod', 'from', 'china', 'and', 'fan', 'across', 'the', 'globe', '.']","['with', 'a', 'care', 'jab', 'in', 'a', 'healthi', 'volunt', '’', 's', 'arm', ',', 'scientist', 'at', 'the', 'kaiser', 'permanent', 'washington', 'research', 'institut', 'in', 'seattl', '[', 'on', 'monday', ']', 'begin', 'an', 'anxious', 'await', 'first', '-', 'stage', 'studi', 'of', 'a', 'potenti', '[', 'coronaviru', 'or', ']', 'covid-19', 'vaccin', 'develop', 'in', 'record', 'time', 'after', 'the', 'new', 'viru', 'explod', 'from', 'china', 'and', 'fan', 'across', 'the', 'globe', '.']","['with', 'a', 'care', 'jab', 'in', 'a', 'healthi', 'volunt', '’', 's', 'arm', ',', 'scientist', 'at', 'the', 'kaiser', 'permanent', 'washington', 'research', 'institut', 'in', 'seattl', '[', 'on', 'monday', ']', 'begin', 'an', 'anxious', 'await', 'first', '-', 'stage', 'studi', 'of', 'a', 'potenti', '[', 'coronaviru', 'or', ']', 'covid-19', 'vaccin', 'develop', 'in', 'record', 'time', 'after', 'the', 'new', 'viru', 'explod', 'from', 'china', 'and', 'fan', 'across', 'the', 'globe', '.']","['with', 'a', 'care', 'jab', 'in', 'a', 'healthi', 'volunt', '’', 's', 'arm', ',', 'scientist', 'at', 'the', 'kaiser', 'permanent', 'washington', 'research', 'institut', 'in', 'seattl', '[', 'on', 'monday', ']', 'begin', 'an', 'anxious', 'await', 'first', '-', 'stage', 'studi', 'of', 'a', 'potenti', '[', 'coronaviru', 'or', ']', 'covid-19', 'vaccin', 'develop', 'in', 'record', 'time', 'after', 'the', 'new', 'viru', 'explod', 'from', 'china', 'and', 'fan', 'across', 'the', 'globe', '.']",feedproxy.google.com/~r/breitbart/~3/Y4iIipmiin8/,us begins first trial of coronavirus vaccine developed in record time,42:03.0,breitbart,anti,cc,FALSE,us begins first trial of coronavirus vaccine developed in record time,right,neutral,neutral,Agree,neutral
3818,url_no_4654,33,0,Covid vaccines have not caused ANY serious side effects in teenagers in Israel.,Previous   Next             Covid vaccines have not caused ANY serious side effects in teenagers in Israel,"['previou', 'next', 'covid', 'vaccin', 'have', 'not', 'caus', 'ani', 'seriou', 'side', 'effect', 'in', 'teenag', 'in', 'israel']","['previou', 'next', 'covid', 'vaccin', 'have', 'not', 'caus', 'ani', 'seriou', 'side', 'effect', 'in', 'teenag', 'in', 'israel']","['previou', 'next', 'covid', 'vaccin', 'have', 'not', 'caus', 'ani', 'seriou', 'side', 'effect', 'in', 'teenag', 'in', 'israel']","['previou', 'next', 'covid', 'vaccin', 'have', 'not', 'caus', 'ani', 'seriou', 'side', 'effect', 'in', 'teenag', 'in', 'israel']",dailymail.co.uk/news/article-9347001/Covid-NONE-hundreds-children-vaccinated-Israel-suffer-effects.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid vaccines have not caused any serious side effects in teenagers in israel,34:48.0,drudgereport,anti,cc,FALSE,covid vaccines have not caused any serious side effects in teenagers in israel,right,agree,agree,Agree,agree
